PROP_SUB_TYPE_EN,ACTUAL_AREA,COMMON_AREA,ACTUAL_COMMON_AREA,BUILT_UP_AREA,BLD_LEVELS,SHOPS,FLATS,OFFICES,SWIMMING_POOLS,ELEVATORS,CREATION_DATE,IS_OFFPLAN_EN,PRE_REGISTRATION_NUMBER,IS_FREE_HOLD_EN,IS_LEASE_HOLD_EN,FLOORS,ROOMS_EN,CAR_PARKS,LAND_NUMBER,LAND_SUB_NUMBER,LAND_TYPE_EN,MASTER_PROJECT_EN,PROJECT_NUMBER,PROJECT_EN,AREA_EN,ZONE_EN
"Villa","200.07","0.1","205.46","355.95","","","","","","","2026-04-12 11:10:06","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.07","0.1","205.46","355.95","","","","","","","2026-04-12 11:09:58","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.09","0.1","205.48","355.95","","","","","","","2026-04-12 11:10:05","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","170.4","0.09","174.99","279.96","","","","","","","2026-04-12 11:09:56","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.11","0.1","205.5","355.95","","","","","","","2026-04-12 11:10:05","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","512.75","0.27","526.57","618.49","","","","","","","2026-04-12 11:10:07","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","199.92","0.1","205.31","355.95","","","","","","","2026-04-12 11:10:01","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","199.93","0.1","205.32","355.95","","","","","","","2026-04-12 11:09:57","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","170.4","0.09","174.99","279.96","","","","","","","2026-04-12 11:09:56","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.11","0.1","205.5","355.95","","","","","","","2026-04-12 11:09:59","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","170.4","0.09","174.99","279.96","","","","","","","2026-04-12 11:09:56","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","272.55","0.14","279.9","361.02","","","","","","","2026-04-12 11:10:00","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.09","0.1","205.48","355.95","","","","","","","2026-04-12 11:10:00","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.09","0.1","205.48","355.95","","","","","","","2026-04-12 11:10:02","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","762.6","0.39","783.15","760.34","","","","","","","2026-04-12 11:10:09","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","598.46","0.31","614.59","618.49","","","","","","","2026-04-12 11:10:07","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","514.74","0.27","528.61","618.49","","","","","","","2026-04-12 11:10:08","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","199.92","0.1","205.31","355.95","","","","","","","2026-04-12 11:10:01","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.1","0.1","205.49","355.95","","","","","","","2026-04-12 11:10:01","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.11","0.1","205.5","355.95","","","","","","","2026-04-12 11:10:05","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.11","0.1","205.5","355.95","","","","","","","2026-04-12 11:10:05","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","169.83","0.09","174.41","279.96","","","","","","","2026-04-12 11:09:54","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.09","0.1","205.48","355.95","","","","","","","2026-04-12 11:10:02","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","169.87","0.09","174.45","279.96","","","","","","","2026-04-12 11:09:54","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","199.93","0.1","205.32","355.95","","","","","","","2026-04-12 11:10:01","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.1","0.1","205.49","355.95","","","","","","","2026-04-12 11:10:02","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","481.81","","","354.69","","","","","","","2026-04-07 11:56:33","Ready","","Free Hold","No","2","4 B/R","1","380","0","Commercial","","","","Saih Shuaib 1","Dubai"
"Villa","170.36","0.09","174.95","279.96","","","","","","","2026-04-12 11:09:53","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","170.4","0.09","174.99","279.96","","","","","","","2026-04-12 11:09:56","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.11","0.1","205.5","355.95","","","","","","","2026-04-12 11:10:04","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","667","0.35","684.98","760.34","","","","","","","2026-04-12 11:10:09","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","170.29","0.09","174.88","279.96","","","","","","","2026-04-12 11:09:53","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","169.9","0.09","174.48","279.96","","","","","","","2026-04-12 11:09:54","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.09","0.1","205.48","355.95","","","","","","","2026-04-12 11:10:05","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","272.5","0.14","279.84","361.82","","","","","","","2026-04-12 11:09:58","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.09","0.1","205.48","355.95","","","","","","","2026-04-12 11:10:05","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.11","0.1","205.5","355.95","","","","","","","2026-04-12 11:10:03","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.11","0.1","205.5","355.95","","","","","","","2026-04-12 11:09:59","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","332.11","0.17","341.06","361.82","","","","","","","2026-04-12 11:10:05","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","199.93","0.1","205.32","355.95","","","","","","","2026-04-12 11:09:57","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","331.92","0.17","340.87","361.82","","","","","","","2026-04-12 11:09:57","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.09","0.1","205.48","355.95","","","","","","","2026-04-12 11:10:04","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","170.3","0.09","174.89","279.96","","","","","","","2026-04-12 11:09:53","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","200.09","0.1","205.48","355.95","","","","","","","2026-04-12 11:10:04","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","272.33","0.14","279.67","361.82","","","","","","","2026-04-12 11:09:56","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","199.93","0.1","205.32","355.95","","","","","","","2026-04-12 11:10:01","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","513.67","0.27","527.51","618.49","","","","","","","2026-04-12 11:10:07","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","169.63","0.09","174.2","279.96","","","","","","","2026-04-12 11:09:54","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","169.54","0.09","174.11","279.96","","","","","","","2026-04-12 11:09:55","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","271.31","0.14","278.62","361.82","","","","","","","2026-04-12 11:10:02","Off-Plan","","Free Hold","No","4","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","598.08","0.31","614.2","618.49","","","","","","","2026-04-12 11:10:07","Off-Plan","","Free Hold","No","3","4 B/R","2","3574","","Commercial","","4456","LUNAYA","Saih Shuaib 1","Dubai"
"Villa","484.47","","","354.68","","","","","","","2026-04-07 12:01:18","Ready","","Free Hold","No","2","4 B/R","1","1342","0","Commercial","","","","Saih Shuaib 1","Dubai"
"Villa","649","0.69","921.11","915.75","","","","","","","2026-01-14 10:23:58","Ready","","Free Hold","No","4","5 B/R","3","4784","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","649","0.69","921.11","960.22","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4760","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1421","0.35","1022.48","2251.87","","","","","","","2026-03-02 11:55:29","Off-Plan","","Free Hold","No","3","6 B/R","5","6222","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1181.41","0.29","850.08","1501.61","","","","","","","2026-03-02 11:55:29","Off-Plan","","Free Hold","No","3","5 B/R","6","6206","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1200.05","0.3","863.49","1541.47","","","","","","","2026-03-02 11:55:30","Off-Plan","","Free Hold","No","3","5 B/R","6","6156","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1665.87","0.41","1198.67","2251.87","","","","","","","2026-03-02 11:55:30","Off-Plan","","Free Hold","No","3","6 B/R","5","6165","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","659.17","0.7","935.55","915.75","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4756","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","649","0.69","921.11","915.75","","","","","","","2026-01-14 10:23:56","Ready","","Free Hold","No","4","5 B/R","3","4747","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","662.14","0.71","939.76","960.22","","","","","","","2026-01-14 10:23:58","Ready","","Free Hold","No","4","5 B/R","3","4782","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","735.4","0.79","1043.74","960.22","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4775","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1200.03","0.3","863.48","1541.47","","","","","","","2026-03-02 11:55:29","Off-Plan","","Free Hold","No","3","5 B/R","6","6211","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1838.74","0.46","1323.06","1501.61","","","","","","","2026-03-02 11:55:32","Off-Plan","","Free Hold","No","3","5 B/R","6","6122","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1440.24","0.36","1036.32","1541.47","","","","","","","2026-03-02 11:55:29","Off-Plan","","Free Hold","No","3","5 B/R","6","6199","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1199.96","0.3","863.43","1541.47","","","","","","","2026-03-02 11:55:31","Off-Plan","","Free Hold","No","3","5 B/R","6","6142","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1200.03","0.3","863.48","1501.61","","","","","","","2026-03-02 11:55:30","Off-Plan","","Free Hold","No","3","5 B/R","6","6155","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1421","0.35","1022.48","2251.87","","","","","","","2026-03-02 11:55:29","Off-Plan","","Free Hold","No","3","6 B/R","5","6221","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","648.69","0.69","920.67","960.22","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4773","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","835.85","0.89","1186.3","915.75","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4759","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1200","0.3","863.46","1541.47","","","","","","","2026-03-02 11:55:29","Off-Plan","","Free Hold","No","3","5 B/R","6","6217","","Commercial","","3311","Eden Hills","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","1233.62","1.15","676.49","710.41","","","","","","","2026-01-19 13:22:18","Ready","","Free Hold","No","3","5 B/R","2","6515","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","570","0.53","312.58","565.37","","","","","","","2026-01-19 13:22:17","Ready","","Free Hold","No","3","4 B/R","2","6494","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","596.3","0.55","327","565.37","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","4 B/R","2","6598","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1054.02","0.98","578","710.41","","","","","","","2026-01-19 13:22:18","Ready","","Free Hold","No","3","5 B/R","2","6516","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","570","0.53","312.58","565.37","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","4 B/R","2","6578","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","579.15","0.54","317.59","565.37","","","","","","","2026-01-19 13:22:21","Ready","","Free Hold","No","3","4 B/R","2","6604","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","598.63","0.56","328.28","565.37","","","","","","","2026-01-19 13:22:18","Ready","","Free Hold","No","3","4 B/R","2","6509","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","971","0.9","532.48","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6548","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","170.2","0.26","0","224.52","","","","","","","2026-01-20 17:10:35","Ready","","Free Hold","No","3","4 B/R","2","196","","Commercial","","2548","DAMAC HILLS (2) - CAMELIA","Madinat Hind 4","Dubai"
"Villa","174.79","","","242.72","","","","","","","2026-05-09 14:00:52","Ready","","Free Hold","No","3","3 B/R","2","4464","","Commercial","","","","Madinat Hind 4","Dubai"
"Villa","142.59","0.22","0","224.52","","","","","","","2026-01-20 17:10:35","Ready","","Free Hold","No","3","4 B/R","2","199","","Commercial","","2548","DAMAC HILLS (2) - CAMELIA","Madinat Hind 4","Dubai"
"Villa","112.24","0.17","0","218.49","","","","","","","2026-01-20 17:10:35","Ready","","Free Hold","No","3","4 B/R","2","175","","Commercial","","2548","DAMAC HILLS (2) - CAMELIA","Madinat Hind 4","Dubai"
"Villa","112.24","0.17","0","218.49","","","","","","","2026-01-20 17:10:36","Ready","","Free Hold","No","3","4 B/R","2","173","","Commercial","","2548","DAMAC HILLS (2) - CAMELIA","Madinat Hind 4","Dubai"
"Villa","112.24","0.17","0","218.49","","","","","","","2026-01-20 17:10:35","Ready","","Free Hold","No","3","4 B/R","2","176","","Commercial","","2548","DAMAC HILLS (2) - CAMELIA","Madinat Hind 4","Dubai"
"Villa","112.24","0.17","0","218.49","","","","","","","2026-01-20 17:10:35","Ready","","Free Hold","No","3","4 B/R","2","180","","Commercial","","2548","DAMAC HILLS (2) - CAMELIA","Madinat Hind 4","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","3","5 B/R","2","21636","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144.03","0.17","138.2","205.36","","","","","","","2026-01-29 12:39:16","Off-Plan","","Free Hold","No","2","4 B/R","2","21621","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:21","Off-Plan","","Free Hold","No","2","4 B/R","2","21647","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:10","Off-Plan","","Free Hold","No","2","4 B/R","2","21569","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","2","4 B/R","2","21634","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:10","Off-Plan","","Free Hold","No","2","4 B/R","2","21569","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","3","5 B/R","2","21631","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","288.16","0.35","276.49","295.57","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","3","5 B/R","2","21637","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","2","4 B/R","2","21642","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","2","4 B/R","2","21637","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:21","Off-Plan","","Free Hold","No","2","4 B/R","2","21649","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","265.06","0.32","254.33","326.62","","","","","","","2026-01-29 12:39:12","Off-Plan","","Free Hold","No","3","5 B/R","2","21580","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:12","Off-Plan","","Free Hold","No","2","4 B/R","2","21577","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","2","4 B/R","2","21633","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","2","4 B/R","2","21635","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:12","Off-Plan","","Free Hold","No","2","4 B/R","2","21577","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","265.16","","","","","","","2026-01-29 12:39:23","Off-Plan","","Free Hold","No","3","5 B/R","2","21654","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","143.97","0.17","138.14","205.36","","","","","","","2026-01-29 12:39:10","Off-Plan","","Free Hold","No","2","4 B/R","2","21571","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:24","Off-Plan","","Free Hold","No","3","5 B/R","2","21659","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:12","Off-Plan","","Free Hold","No","2","4 B/R","2","21577","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","263.87","0.32","253.19","326.62","","","","","","","2026-01-29 12:39:13","Off-Plan","","Free Hold","No","3","5 B/R","2","21596","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","293.97","0.35","282.07","326.62","","","","","","","2026-01-29 12:39:13","Off-Plan","","Free Hold","No","3","5 B/R","2","21585","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","3","5 B/R","2","21643","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:20","Off-Plan","","Free Hold","No","3","5 B/R","2","21645","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","261.56","0.31","250.97","326.62","","","","","","","2026-01-29 12:39:13","Off-Plan","","Free Hold","No","3","5 B/R","2","21599","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","265.16","","","","","","","2026-01-29 12:39:22","Off-Plan","","Free Hold","No","3","5 B/R","2","21653","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.6","0.26","210.71","295.57","","","","","","","2026-01-29 12:39:19","Off-Plan","","Free Hold","No","3","5 B/R","2","21638","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","2","4 B/R","2","21629","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","219.59","0.26","210.7","295.57","","","","","","","2026-01-29 12:39:11","Off-Plan","","Free Hold","No","3","5 B/R","2","21575","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","229.56","0.28","220.27","326.62","","","","","","","2026-01-29 12:39:13","Off-Plan","","Free Hold","No","3","5 B/R","2","21586","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","222.25","0.27","213.25","295.57","","","","","","","2026-01-29 12:39:23","Off-Plan","","Free Hold","No","3","5 B/R","2","21653","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:15","Off-Plan","","Free Hold","No","2","4 B/R","2","21615","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","264.09","0.32","253.4","326.62","","","","","","","2026-01-29 12:39:12","Off-Plan","","Free Hold","No","3","5 B/R","2","21580","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:17","Off-Plan","","Free Hold","No","2","4 B/R","2","21631","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","277.41","0.33","266.18","295.57","","","","","","","2026-01-29 12:39:23","Off-Plan","","Free Hold","No","3","5 B/R","2","21656","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:18","Off-Plan","","Free Hold","No","2","4 B/R","2","21635","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:16","Off-Plan","","Free Hold","No","2","4 B/R","2","21624","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","144","0.17","138.17","205.36","","","","","","","2026-01-29 12:39:22","Off-Plan","","Free Hold","No","2","4 B/R","2","21651","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
"Villa","282.28","0.34","270.85","295.57","","","","","","","2026-01-29 12:39:23","Off-Plan","","Free Hold","No","3","5 B/R","2","21658","","","","4369","DAMAC ISLANDS 2 - ANTIGUA 1","Al Yelayiss 1","Dubai"
